Date Filed,Landlord Tenant,Ground,Petition Number,Street Address Number,Street Address Street,Street Address Suffix,Location 1
07/03/2008 12:00:00 AM,Landlord,Capital Improvements,L081058,250,Roosevelt,Way,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
07/09/2008 12:00:00 AM,Landlord,Capital Improvements,L081059,3476,Scott,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
07/16/2008 12:00:00 AM,Landlord,Capital Improvements,L081081,3476,Scott,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
07/18/2008 12:00:00 AM,Landlord,Capital Improvements,L081115,144,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
07/18/2008 12:00:00 AM,Landlord,Capital Improvements,L081116,550,Baker,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
07/21/2008 12:00:00 AM,Landlord,Capital Improvements,L081118,8,Leona,Terrace,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
07/21/2008 12:00:00 AM,Landlord,Capital Improvements,L081119,422,Lyon,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
07/21/2008 12:00:00 AM,Landlord,Capital Improvements,L081120,619,Capp,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
07/23/2008 12:00:00 AM,Landlord,Capital Improvements,L081149,350,Funston,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
07/28/2008 12:00:00 AM,Landlord,Capital Improvements,L081150,785-789,Guerrero,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
07/28/2008 12:00:00 AM,Landlord,Capital Improvements,L081157,515,John Muir,Drive,"San Francisco, CA 94132
(37.72170999961696, -122.48148000000185)"
07/30/2008 12:00:00 AM,Landlord,Capital Improvements,L081166,2850-2854,Sacramento,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
07/31/2008 12:00:00 AM,Landlord,Capital Improvements,L081169,701-703,Cole,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/01/2008 12:00:00 AM,Landlord,Capital Improvements,L081172,1432,South Van Ness,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/06/2008 12:00:00 AM,Landlord,Capital Improvements,L081190,3145,Anza,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
08/08/2008 12:00:00 AM,Landlord,Capital Improvements,L081203,32,Cervantes,Boulevard,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
08/20/2008 12:00:00 AM,Landlord,Capital Improvements,L081274,2813,19th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/07/2008 12:00:00 AM,Landlord,Capital Improvements,L081275,1530,5th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
08/22/2008 12:00:00 AM,Landlord,Capital Improvements,L081286,825,22nd,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
08/28/2008 12:00:00 AM,Landlord,Capital Improvements,L081359,734,33rd,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
08/28/2008 12:00:00 AM,Landlord,Capital Improvements,L081369,738,Treat,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081370,2030,Franklin,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
08/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081372,1342,Cabrillo,Street,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
08/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081373,4320,Fulton,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
08/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081377,332,Presidio,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
08/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081379,805,Bush,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
09/02/2008 12:00:00 AM,Landlord,Capital Improvements,L081382,355,Grove,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
09/04/2008 12:00:00 AM,Landlord,Capital Improvements,L081394,1003,Pi,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
09/10/2008 12:00:00 AM,Landlord,Capital Improvements,L081420,30,5th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
09/12/2008 12:00:00 AM,Landlord,Capital Improvements,L081446,59,Lupine,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
09/15/2008 12:00:00 AM,Landlord,Capital Improvements,L081448,267,11th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
09/16/2008 12:00:00 AM,Landlord,Capital Improvements,L081471,1019,Union,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
09/16/2008 12:00:00 AM,Landlord,Capital Improvements,L081472,166,4th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
09/16/2008 12:00:00 AM,Landlord,Capital Improvements,L081477,774,20th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
09/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081516,1288,2nd,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
09/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081517,828,Anza,Street,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
09/25/2008 12:00:00 AM,Landlord,Capital Improvements,L081526,4320,Fulton,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
09/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081534,1915,Fulton,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081536,1050,Stanyan,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/26/2008 12:00:00 AM,Landlord,Capital Improvements,L081539,288,9th,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
10/01/2008 12:00:00 AM,Landlord,Capital Improvements,L081552,747,Santiago,Street,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
10/01/2008 12:00:00 AM,Landlord,Capital Improvements,L081553,747,Santiago,Street,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
10/01/2008 12:00:00 AM,Landlord,Capital Improvements,L081554,747,Santiago,Street,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
10/01/2008 12:00:00 AM,Landlord,Capital Improvements,L081555,747,Santiago,Street,"San Francisco, CA 94116
(37.743519999948205, -122.48607000033013)"
10/08/2008 12:00:00 AM,Landlord,Capital Improvements,L081607,700,8th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
10/09/2008 12:00:00 AM,Landlord,Capital Improvements,L081614,1258,Francisco,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/14/2008 12:00:00 AM,Landlord,Capital Improvements,L081615,525,27th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
10/14/2008 12:00:00 AM,Landlord,Capital Improvements,L081656,1233,Noriega,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
10/22/2008 12:00:00 AM,Landlord,Capital Improvements,L081681,31,Naglee,Street,"San Francisco, CA 94112
(37.72034999985277, -122.44219999983)"
10/23/2008 12:00:00 AM,Landlord,Capital Improvements,L081683,1348,Cabrillo,Street,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
10/23/2008 12:00:00 AM,Landlord,Capital Improvements,L081684,321,Chestnut,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/23/2008 12:00:00 AM,Landlord,Capital Improvements,L081685,3448,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/23/2008 12:00:00 AM,Landlord,Capital Improvements,L081686,251,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
10/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081688,3333,Octavia,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081695,3759,Fillmore,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/28/2008 12:00:00 AM,Landlord,Capital Improvements,L081708,3325,Steiner,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/31/2008 12:00:00 AM,Landlord,Capital Improvements,L081710,1808,Pacific,Avenue,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
10/31/2008 12:00:00 AM,Landlord,Capital Improvements,L081711,427,Stockton,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
11/04/2008 12:00:00 AM,Landlord,Capital Improvements,L081736,2060,Leavenworth,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
11/10/2008 12:00:00 AM,Landlord,Capital Improvements,L081749,336,Connecticut,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
11/14/2008 12:00:00 AM,Landlord,Capital Improvements,L081785,32,Museum,Way,"San Francisco, CA 94132
(37.72170999961696, -122.48148000000185)"
11/14/2008 12:00:00 AM,Landlord,Capital Improvements,L081789,1529,Oak,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
11/20/2008 12:00:00 AM,Landlord,Capital Improvements,L081798,551,Ivy,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
11/20/2008 12:00:00 AM,Landlord,Capital Improvements,L081801,165,Duboce,Avenue,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
11/21/2008 12:00:00 AM,Landlord,Capital Improvements,L081812,44,Crestline,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
11/25/2008 12:00:00 AM,Landlord,Capital Improvements,L081837,988,Union,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
12/03/2008 12:00:00 AM,Landlord,Capital Improvements,L081868,454,Union,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
12/03/2008 12:00:00 AM,Landlord,Capital Improvements,L081870,100,Broderick,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
12/04/2008 12:00:00 AM,Landlord,Capital Improvements,L081872,4240,21st,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
12/19/2008 12:00:00 AM,Landlord,Capital Improvements,L081917,1690,Broadway,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/22/2008 12:00:00 AM,Landlord,Capital Improvements,L081940,2930,Lyon,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
12/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081955,1256,Francisco,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
12/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081961,131,Ashbury,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
12/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081962,2030,Franklin,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/29/2008 12:00:00 AM,Landlord,Capital Improvements,L081965,1014,Valencia,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081966,640,Mason,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
12/24/2008 12:00:00 AM,Landlord,Capital Improvements,L081967,4220,Cesar Chavez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
12/31/2008 12:00:00 AM,Landlord,Capital Improvements,L082051,4240,21st,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
12/31/2008 12:00:00 AM,Landlord,Capital Improvements,L082113,4240,21st,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/07/2009 12:00:00 AM,Landlord,Capital Improvements,L090029,1178,Alabama,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
01/16/2009 12:00:00 AM,Landlord,Capital Improvements,L090069,520,Geary,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
01/16/2009 12:00:00 AM,Landlord,Capital Improvements,L090114,2464,vallejo,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
01/16/2009 12:00:00 AM,Landlord,Capital Improvements,L090115,392,28th,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
01/21/2009 12:00:00 AM,Landlord,Capital Improvements,L090117,2028,scott,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
01/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090120,2464,vallejo,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
01/28/2009 12:00:00 AM,Landlord,Capital Improvements,L090123,89,Walter,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
01/29/2009 12:00:00 AM,Landlord,Capital Improvements,L090124,1615,Clement,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
01/29/2009 12:00:00 AM,Landlord,Capital Improvements,L090130,2175,Grove,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/02/2009 12:00:00 AM,Landlord,Capital Improvements,L090141,290,21st,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
02/02/2009 12:00:00 AM,Landlord,Capital Improvements,L090162,788,36th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
02/02/2009 12:00:00 AM,Landlord,Capital Improvements,L090164,1830,Church,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
02/04/2009 12:00:00 AM,Landlord,Capital Improvements,L090177,1337,California,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/05/2009 12:00:00 AM,Landlord,Capital Improvements,L090178,553,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/04/2009 12:00:00 AM,Landlord,Capital Improvements,L090181,600,33rd,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
02/04/2009 12:00:00 AM,Landlord,Capital Improvements,L090182,466,Frederick,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/10/2009 12:00:00 AM,Landlord,Capital Improvements,L090192,2,Mizpah,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090196,530,Divisadero,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090197,70,Terra Vista,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090198,1385,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090199,80,Terra Vista,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090200,1,Toledo,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090201,1801,Beach,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090202,2335,Pacific,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090260,555,OÕFarrell,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
02/12/2009 12:00:00 AM,Landlord,Capital Improvements,L090271,240,Cumberland,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/12/2009 12:00:00 AM,Landlord,Capital Improvements,L090274,1090,Jackson,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
02/12/2009 12:00:00 AM,Landlord,Capital Improvements,L090275,67,Wilmot,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/12/2009 12:00:00 AM,Landlord,Capital Improvements,L090289,240,Cumberland,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/11/2009 12:00:00 AM,Landlord,Capital Improvements,L090290,70,Terra Vista,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/20/2009 12:00:00 AM,Landlord,Capital Improvements,L090291,85,Richland,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/20/2009 12:00:00 AM,Landlord,Capital Improvements,L090293,2715,Franklin,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/20/2009 12:00:00 AM,Landlord,Capital Improvements,L090294,85,Richland,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/20/2009 12:00:00 AM,Landlord,Capital Improvements,L090295,1900,Vallejo,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/23/2009 12:00:00 AM,Landlord,Capital Improvements,L090305,460,Vallejo,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
02/23/2009 12:00:00 AM,Landlord,Capital Improvements,L090316,2415,Judah,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
02/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090317,251,Parnassus,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/25/2009 12:00:00 AM,Landlord,Capital Improvements,L090320,769,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/25/2009 12:00:00 AM,Landlord,Capital Improvements,L090321,769,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090327,3235,16th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090328,2935,Clay,Street,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
02/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090330,2659,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090339,1670,Page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090340,1662,Fulton,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090341,530,6th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090342,1317,5th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090347,1900,Vallejo,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090373,1966,15th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090374,1227,page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090375,1207,Shrader,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090376,3548,19th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090377,3548,19th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090378,618,9th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090379,976,Portola,Drive,"San Francisco, CA 94127
(37.735350000002654, -122.45999999960014)"
02/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090380,976,Portola,Drive,"San Francisco, CA 94127
(37.735350000002654, -122.45999999960014)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090381,769,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090382,3740,Fillmore,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090383,2400,Pacific,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090384,805,Bush,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090387,1929,Filbert,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
02/27/2009 12:00:00 AM,Landlord,Capital Improvements,L090388,2400,Pacific,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
03/06/2009 12:00:00 AM,Landlord,Capital Improvements,L090403,1215,Filbert,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/09/2009 12:00:00 AM,Landlord,Capital Improvements,L090404,1227,Guerrero,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/13/2009 12:00:00 AM,Landlord,Capital Improvements,L090433,3928,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
03/13/2009 12:00:00 AM,Landlord,Capital Improvements,L090434,2335,Pacific,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
03/13/2009 12:00:00 AM,Landlord,Capital Improvements,L090435,1385,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/09/2009 12:00:00 AM,Landlord,Capital Improvements,L090436,1782,39th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
03/13/2009 12:00:00 AM,Landlord,Capital Improvements,L090444,1215,Filbert,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/23/2009 12:00:00 AM,Landlord,Capital Improvements,L090480,2932,Washington,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
03/25/2009 12:00:00 AM,Landlord,Capital Improvements,L090488,150,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
03/25/2009 12:00:00 AM,Landlord,Capital Improvements,L090489,101,Broderick,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
03/25/2009 12:00:00 AM,Landlord,Capital Improvements,L090490,1100,Leavenworth,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090505,3321,23rd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090507,2755,Franklin,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
03/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090512,2030,Franklin,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090516,959,Powell,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
03/26/2009 12:00:00 AM,Landlord,Capital Improvements,L090517,840,Taylor,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
03/31/2009 12:00:00 AM,Landlord,Capital Improvements,L090518,489,17th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
03/31/2009 12:00:00 AM,Landlord,Capital Improvements,L090519,1080,Eddy,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
04/02/2009 12:00:00 AM,Landlord,Capital Improvements,L090535,1804,Cabrillo,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
04/14/2009 12:00:00 AM,Landlord,Capital Improvements,L090589,111,Buena Vista,Terrace,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
04/17/2009 12:00:00 AM,Landlord,Capital Improvements,L090633,3330,Pierce,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090663,131,Ashbury,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090676,2255,North Point,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090678,21,Beulah,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090679,3305,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090681,3479A,Mission,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/28/2009 12:00:00 AM,Landlord,Capital Improvements,L090682,4433,Lincoln,Way,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090686,525,27th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090687,1565,Washington,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090688,1100,Fulton,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090692,1106,Valencia,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/24/2009 12:00:00 AM,Landlord,Capital Improvements,L090693,1116-1118,Valencia,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/28/2009 12:00:00 AM,Landlord,Capital Improvements,L090695,200,Virginia,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
04/28/2009 12:00:00 AM,Landlord,Capital Improvements,L090698,727,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
04/28/2009 12:00:00 AM,Landlord,Capital Improvements,L090699,727,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
05/06/2009 12:00:00 AM,Landlord,Capital Improvements,L090717,74,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
05/08/2009 12:00:00 AM,Landlord,Capital Improvements,L090729,825,Pine,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
05/12/2009 12:00:00 AM,Landlord,Capital Improvements,L090749,110,Eugenia,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/13/2009 12:00:00 AM,Landlord,Capital Improvements,L090750,1418,La Playa,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
05/13/2009 12:00:00 AM,Landlord,Capital Improvements,L090751,131,Hugo,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
05/15/2009 12:00:00 AM,Landlord,Capital Improvements,L090752,838,Guerrero,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/15/2009 12:00:00 AM,Landlord,Capital Improvements,L090753,838,Guerrero,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
